,TUCASEID,TEWHERE,TUACTDUR,PEEDUCA,PTDTRACE,TRCHILDNUM,TRSPPRES,TRDPFTPT,TEAGE,TESEX,TEIO1COW,TUDIARYDAY,Telecommuting,Education,Race,NumChild,Married,Gender,Fulltime
34955,20111211110029,2,520,39,1,3,1,1,33,1,4,4,0,1,0,3,0,0,1
34958,20111211110121,2,480,43,2,1,1,1,33,2,4,5,0,3,1,1,0,1,1
34959,20111211110123,2,455,40,2,2,3,1,41,2,4,2,0,2,1,2,1,1,1
34960,20111211110135,2,410,37,2,0,3,2,45,1,4,5,0,0,1,0,1,0,0
34961,20111211110173,2,605,36,2,0,3,1,50,2,4,3,0,0,1,0,1,1,1
34962,20111211110198,2,423,38,2,1,3,1,52,2,5,2,0,0,1,1,1,1,1
34963,20111211110500,2,495,43,2,0,3,1,57,2,5,5,0,3,1,0,1,1,1
34968,20111211110589,2,320,39,1,0,1,2,57,2,4,3,0,1,0,0,0,1,0
34971,20111211110600,2,455,39,1,0,1,1,52,2,4,4,0,1,0,0,0,1,1
34973,20111211110622,2,486,45,1,2,1,1,44,1,2,3,0,4,0,2,0,0,1
34974,20111211110625,2,895,45,1,0,3,1,39,1,4,4,0,4,0,0,1,0,1
34977,20111211110640,2,180,40,1,0,3,1,24,1,4,6,0,2,0,0,1,0,1
34978,20111211110648,2,300,40,1,4,1,1,34,2,4,4,0,2,0,3,0,1,1
34981,20111211110686,2,500,43,1,1,3,1,55,1,4,6,0,3,0,1,1,0,1
34983,20111211110729,2,225,43,4,2,1,1,35,2,4,2,0,3,2,2,0,1,1
34986,20111211110749,1,660,39,1,0,1,1,56,2,4,5,1,1,0,0,0,1,1
34987,20111211110759,2,495,43,2,0,3,1,27,2,4,3,0,3,1,0,1,1,1
34988,20111211110760,2,548,43,1,3,1,1,35,2,4,3,0,3,0,3,0,1,1
34989,20111211110764,2,710,39,1,0,3,1,32,2,4,6,0,1,0,0,1,1,1
34990,20111211110773,2,525,43,1,1,1,2,29,2,5,6,0,3,0,1,0,1,0
34992,20111211110791,2,531,41,1,0,1,1,54,1,2,4,0,2,0,0,0,0,1
34994,20111211110811,2,450,42,1,2,1,1,38,2,4,5,0,2,0,2,0,1,1
34995,20111211110822,2,555,45,1,2,1,1,43,1,4,2,0,4,0,2,0,0,1
34996,20111211110826,2,190,43,1,1,1,1,40,1,4,6,0,3,0,1,0,0,1
34997,20111211110849,2,495,33,1,1,3,1,26,1,4,5,0,0,0,1,1,0,1
35000,20111211110891,2,387,43,1,2,1,1,30,2,4,6,0,3,0,2,0,1,1
35001,20111211110908,2,455,40,1,2,3,1,22,2,4,2,0,2,0,2,1,1,1
35004,20111211111000,2,430,39,1,0,1,1,47,2,4,3,0,1,0,0,0,1,1
35005,20111211111005,2,520,44,1,3,1,1,32,2,2,5,0,4,0,3,0,1,1
35006,20111211111013,2,410,39,1,0,1,1,24,1,4,5,0,1,0,0,0,0,1
35008,20111211111036,2,509,42,1,3,1,1,48,1,4,6,0,2,0,3,0,0,1
35010,20111211111047,2,505,39,1,2,1,1,36,1,4,3,0,1,0,2,0,0,1
35011,20111211111057,1,480,43,1,0,1,1,29,1,4,2,1,3,0,0,0,0,1
35012,20111211111058,2,150,43,10,1,1,2,44,2,2,4,0,3,3,1,0,1,0
35014,20111211111134,2,475,43,1,0,3,1,57,2,3,5,0,3,0,0,1,1,1
35016,20111211111143,2,519,40,1,1,3,1,43,2,1,4,0,2,0,1,1,1,1
35017,20111211111172,2,240,37,2,0,3,2,54,2,3,4,0,0,1,0,1,1,0
35018,20111211111183,2,480,42,2,0,3,1,36,1,4,5,0,2,1,0,1,0,1
35020,20111211111219,2,480,36,1,0,3,1,54,2,4,5,0,0,0,0,1,1,1
35021,20111211111222,2,465,39,1,0,3,1,57,1,4,4,0,1,0,0,1,0,1
35022,20111211111223,2,465,40,1,1,3,1,33,2,4,4,0,2,0,1,1,1,1
35024,20111211111242,2,545,40,1,0,3,1,55,1,4,2,0,2,0,0,1,0,1
35025,20111211111276,2,520,42,2,0,3,1,49,2,5,3,0,2,1,0,1,1,1
35027,20111211111308,2,510,39,1,2,1,1,27,1,4,6,0,1,0,2,0,0,1
35028,20111211111309,2,490,41,1,2,1,1,43,2,4,3,0,2,0,2,0,1,1
35029,20111211111318,2,465,39,1,1,3,1,27,2,4,6,0,1,0,1,1,1,1
35030,20111211111324,2,311,44,6,1,1,1,45,1,5,5,0,4,3,1,0,0,1
35031,20111211111336,1,490,43,1,0,1,1,54,2,4,4,1,3,0,0,0,1,1
35032,20111211111372,2,520,44,1,1,3,1,40,2,4,3,0,4,0,1,1,1,1
35034,20111211111413,2,480,43,1,0,3,1,55,2,1,5,0,3,0,0,1,1,1
35035,20111211111429,2,180,40,1,0,3,2,23,2,4,4,0,2,0,0,1,1,0
35036,20111211111446,2,344,34,2,3,3,2,35,2,4,3,0,0,1,3,1,1,0
35039,20111211111504,2,620,40,1,0,3,1,58,2,4,4,0,2,0,0,1,1,1
35040,20111211111507,2,480,43,3,0,3,1,22,1,4,3,0,3,3,0,1,0,1
35042,20111211111523,2,515,44,1,0,3,1,53,2,5,6,0,4,0,0,1,1,1
35043,20111211111535,2,564,43,2,1,3,1,26,2,2,5,0,3,1,1,1,1,1
35044,20111211111543,2,480,43,1,2,1,1,37,1,4,2,0,3,0,2,0,0,1
35045,20111211111544,2,430,44,1,0,1,1,53,2,5,4,0,4,0,0,0,1,1
35046,20111211111577,2,470,41,1,0,3,1,53,2,3,5,0,2,0,0,1,1,1
35048,20111211111592,2,480,46,4,2,1,1,42,1,5,5,0,4,2,2,0,0,1
35049,20111211111601,2,765,43,1,0,3,1,31,1,4,3,0,3,0,0,1,0,1
35052,20111211111618,2,475,39,1,0,3,1,41,2,4,6,0,1,0,0,1,1,1
35053,20111211111620,2,430,40,2,0,3,2,49,2,4,4,0,2,1,0,1,1,0
35055,20111211111640,2,470,39,2,1,1,1,50,2,2,2,0,1,1,1,0,1,1
35057,20111211111675,2,540,43,1,0,1,1,53,2,2,3,0,3,0,0,0,1,1
35061,20111211111702,2,435,43,2,0,3,1,47,1,4,3,0,3,1,0,1,0,1
35063,20111211111719,2,660,39,1,1,2,1,28,1,4,3,0,1,0,1,1,0,1
35064,20111211111730,2,495,40,2,0,3,1,40,1,4,6,0,2,1,0,1,0,1
35065,20111211111738,2,1210,39,1,2,1,1,38,1,3,6,0,1,0,2,0,0,1
35066,20111211111742,2,450,44,1,2,1,1,40,1,4,4,0,4,0,2,0,0,1
35068,20111211111759,2,470,41,1,2,1,1,35,1,4,6,0,2,0,2,0,0,1
35069,20111211111761,2,507,40,1,0,3,1,48,2,4,2,0,2,0,0,1,1,1
35070,20111211111765,2,570,43,2,1,3,1,39,2,4,3,0,3,1,1,1,1,1
35071,20111211111786,2,285,43,1,3,1,1,40,2,4,5,0,3,0,3,0,1,1
35075,20111211111819,2,545,40,1,2,3,1,29,2,4,4,0,2,0,2,1,1,1
35076,20111211111824,2,630,39,1,2,1,2,28,2,4,4,0,1,0,2,0,1,0
35078,20111211111848,2,355,43,1,2,3,1,48,2,2,6,0,3,0,2,1,1,1
35079,20111211111851,2,495,43,1,2,1,1,43,2,3,4,0,3,0,2,0,1,1
35080,20111211111856,2,570,46,2,1,3,1,55,2,2,5,0,4,1,1,1,1,1
35081,20111211111862,2,480,43,1,0,3,1,26,2,4,6,0,3,0,0,1,1,1
35082,20111211111867,2,735,43,1,0,3,1,29,2,4,4,0,3,0,0,1,1,1
35083,20111211111885,2,483,40,2,0,3,1,56,2,4,5,0,2,1,0,1,1,1
35084,20111211111888,2,460,40,1,1,1,1,41,1,1,5,0,2,0,1,0,0,1
35085,20111211111893,2,585,44,1,0,1,1,49,1,4,2,0,4,0,0,0,0,1
35090,20111211111985,2,490,39,1,0,2,1,42,1,4,6,0,1,0,0,1,0,1
35091,20111211111997,2,590,41,1,0,3,1,29,2,4,4,0,2,0,0,1,1,1
35092,20111211112016,2,525,40,2,0,3,2,52,2,4,2,0,2,1,0,1,1,0
35093,20111211112017,2,460,41,1,0,3,1,39,1,4,4,0,2,0,0,1,0,1
35094,20111211112021,2,565,40,1,0,1,1,50,2,3,2,0,2,0,0,0,1,1
35096,20111211112051,2,655,43,1,4,1,1,43,2,3,3,0,3,0,3,0,1,1
35097,20111211112069,2,1020,43,1,0,3,1,36,1,4,3,0,3,0,0,1,0,1
35098,20111211112070,2,435,43,1,1,1,1,51,1,4,5,0,3,0,1,0,0,1
35099,20111211112081,2,600,39,2,1,3,1,32,2,4,3,0,1,1,1,1,1,1
35100,20111211112085,2,520,43,1,2,1,1,36,1,4,2,0,3,0,2,0,0,1
35101,20111211112099,2,685,43,1,2,1,1,35,2,4,6,0,3,0,2,0,1,1
35104,20111211112128,2,465,37,2,0,3,1,57,1,4,2,0,0,1,0,1,0,1
35105,20111211112157,2,530,39,1,0,3,1,25,1,1,3,0,1,0,0,1,0,1
35106,20111211112159,2,680,39,1,0,1,1,47,2,4,3,0,1,0,0,0,1,1
35107,20111211112164,2,545,33,1,2,1,1,35,1,4,3,0,0,0,2,0,0,1
35108,20111211112175,2,125,40,1,0,3,1,51,2,3,2,0,2,0,0,1,1,1
35109,20111211112221,2,290,42,1,2,1,1,47,2,3,6,0,2,0,2,0,1,1
35110,20111211112226,1,525,39,1,1,2,1,45,2,4,5,1,1,0,1,1,1,1
35111,20111211112249,2,605,41,1,2,1,1,33,1,4,2,0,2,0,2,0,0,1
35112,20111211112263,2,465,42,2,0,1,1,47,2,5,2,0,2,1,0,0,1,1
35113,20111211112276,2,585,42,1,0,3,1,58,1,4,4,0,2,0,0,1,0,1
35117,20111211112294,2,330,42,1,3,1,1,40,2,4,5,0,2,0,3,0,1,1
35120,20111211112418,2,470,40,1,2,3,1,33,1,2,5,0,2,0,2,1,0,1
35122,20111211112441,2,420,43,1,0,3,1,49,1,3,5,0,3,0,0,1,0,1
35123,20111211112450,2,435,44,1,2,1,1,36,1,3,6,0,4,0,2,0,0,1
35125,20111211112458,2,481,39,1,1,1,1,45,2,4,3,0,1,0,1,0,1,1
35127,20111211112482,2,578,39,2,0,3,1,59,2,4,3,0,1,1,0,1,1,1
35128,20111212110739,2,480,43,4,2,1,1,36,1,4,3,0,3,2,2,0,0,1
35129,20111212110866,2,610,39,1,0,1,1,53,1,4,4,0,1,0,0,0,0,1
35130,20111212111027,2,630,44,4,0,1,1,55,1,4,6,0,4,2,0,0,0,1
35131,20111212111030,1,240,43,1,0,3,1,42,2,4,3,1,3,0,0,1,1,1
35134,20111212111450,2,460,43,1,0,3,1,54,2,3,6,0,3,0,0,1,1,1
35135,20111212111484,1,120,44,1,1,1,2,32,2,5,6,1,4,0,1,0,1,0
35136,20111212111542,2,485,39,2,1,3,1,45,1,5,5,0,1,1,1,1,0,1
35137,20111212111672,2,480,44,1,0,3,1,28,1,2,4,0,4,0,0,1,0,1
35138,20111212111676,2,475,43,1,0,3,2,22,2,4,3,0,3,0,0,1,1,0
35139,20111212111683,2,450,37,1,0,1,1,57,1,2,5,0,0,0,0,0,0,1
35140,20111212112024,2,510,40,1,2,1,1,41,1,4,3,0,2,0,2,0,0,1
35141,20111212112041,2,569,40,1,1,1,1,42,2,4,5,0,2,0,1,0,1,1
35142,20111212112114,2,720,40,1,1,3,1,59,2,4,6,0,2,0,1,1,1,1
35144,20111212112197,2,530,39,1,0,1,1,54,1,4,2,0,1,0,0,0,0,1
35145,20111212112202,2,469,44,2,0,3,1,54,2,3,4,0,4,1,0,1,1,1
35146,20111212112243,2,445,39,1,1,1,1,30,2,4,6,0,1,0,1,0,1,1
35149,20120101120147,2,475,39,1,1,3,1,53,1,4,5,0,1,0,1,1,0,1
35150,20120101120156,2,353,40,2,0,3,2,24,1,4,2,0,2,1,0,1,0,0
35152,20120101120187,2,535,40,1,1,1,1,32,2,4,3,0,2,0,1,0,1,1
35153,20120101120506,2,300,34,1,2,3,2,29,2,4,3,0,0,0,2,1,1,0
35154,20120101120508,1,520,44,4,2,1,1,39,1,4,2,1,4,2,2,0,0,1
35156,20120101120719,2,660,39,1,2,1,1,36,1,4,2,0,1,0,2,0,0,1
35159,20120101120873,2,420,43,1,1,3,1,36,2,4,2,0,3,0,1,1,1,1
35162,20120101120935,2,540,43,1,0,1,1,47,1,4,6,0,3,0,0,0,0,1
35163,20120101120961,2,450,39,1,0,3,1,36,1,4,2,0,1,0,0,1,0,1
35164,20120101120966,2,465,41,1,3,1,1,37,1,3,2,0,2,0,3,0,0,1
35165,20120101120986,2,684,43,1,2,1,1,38,1,4,5,0,3,0,2,0,0,1
35166,20120101121010,2,564,44,1,2,1,1,51,1,4,4,0,4,0,2,0,0,1
35167,20120101121080,2,321,37,1,2,3,2,32,2,4,6,0,0,0,2,1,1,0
35168,20120101121081,2,590,39,1,2,1,1,37,1,4,4,0,1,0,2,0,0,1
35169,20120101121101,2,525,39,1,0,1,1,55,1,4,2,0,1,0,0,0,0,1
35170,20120101121115,2,580,44,1,3,1,1,29,1,4,3,0,4,0,3,0,0,1
35171,20120101121117,2,540,40,2,1,2,1,25,2,4,5,0,2,1,1,1,1,1
35172,20120101121130,2,510,40,1,0,1,1,55,1,4,3,0,2,0,0,0,0,1
35173,20120101121169,2,420,32,1,2,1,1,39,1,4,2,0,0,0,2,0,0,1
35174,20120101121213,2,515,41,1,0,3,1,30,1,4,5,0,2,0,0,1,0,1
35175,20120101121254,2,441,44,1,1,3,1,53,2,2,3,0,4,0,1,1,1,1
35176,20120101121264,2,485,44,1,3,1,1,37,2,2,2,0,4,0,3,0,1,1
35177,20120101121277,2,690,43,1,2,1,1,51,1,4,4,0,3,0,2,0,0,1
35179,20120101121356,2,375,39,1,3,1,1,38,1,4,2,0,1,0,3,0,0,1
35182,20120101121657,2,620,43,1,0,1,1,53,1,4,2,0,3,0,0,0,0,1
35183,20120101121774,2,564,42,1,2,1,1,39,1,4,3,0,2,0,2,0,0,1
35184,20120101121800,2,580,43,1,2,1,1,48,1,5,4,0,3,0,2,0,0,1
35188,20120101121874,2,505,39,2,0,3,1,44,1,4,2,0,1,1,0,1,0,1
35189,20120101121881,2,780,43,1,2,1,1,34,1,4,4,0,3,0,2,0,0,1
35190,20120101121924,2,455,42,7,2,3,1,49,1,4,2,0,2,3,2,1,0,1
35192,20120101121994,2,630,43,4,0,1,1,40,2,4,2,0,3,2,0,0,1,1
35194,20120101122309,2,495,40,1,0,3,2,52,1,4,2,0,2,0,0,1,0,0
35196,20120101122499,2,610,42,1,0,3,1,53,2,4,3,0,2,0,0,1,1,1
35197,20120110110510,2,480,43,1,0,3,2,56,1,4,5,0,3,0,0,1,0,0
35199,20120110112441,2,546,40,1,3,1,1,35,2,4,5,0,2,0,3,0,1,1
35200,20120111110008,2,410,43,1,2,1,1,42,2,3,6,0,3,0,2,0,1,1
35201,20120111110116,2,505,39,2,0,1,1,25,2,4,6,0,1,1,0,0,1,1
35202,20120111110141,2,480,39,2,0,3,1,53,1,4,2,0,1,1,0,1,0,1
35204,20120111110560,2,485,43,1,0,1,1,47,1,1,5,0,3,0,0,0,0,1
35205,20120111110652,2,530,44,1,1,3,1,36,2,4,4,0,4,0,1,1,1,1
35207,20120111110702,2,465,43,1,0,1,1,51,2,2,6,0,3,0,0,0,1,1
35208,20120111110806,2,453,43,1,1,3,1,55,2,4,3,0,3,0,1,1,1,1
35210,20120111110842,2,495,39,1,0,3,1,27,1,4,4,0,1,0,0,1,0,1
35213,20120111110901,2,353,37,2,4,3,2,33,2,4,4,0,0,1,3,1,1,0
35217,20120111111076,2,630,36,1,5,1,1,30,1,4,2,0,0,0,3,0,0,1
35219,20120111111168,2,540,43,1,2,1,1,28,2,4,5,0,3,0,2,0,1,1
35224,20120111111261,2,763,45,4,2,1,1,30,1,4,4,0,4,2,2,0,0,1
35226,20120111111279,2,480,43,1,2,1,1,48,1,4,6,0,3,0,2,0,0,1
35228,20120111111312,2,464,40,1,1,3,1,28,2,4,6,0,2,0,1,1,1,1
35230,20120111111427,2,457,43,1,3,1,1,49,1,3,3,0,3,0,3,0,0,1
35231,20120111111474,2,240,35,1,1,1,2,41,2,4,4,0,0,0,1,0,1,0
35232,20120111111499,2,285,44,1,0,3,1,44,2,5,6,0,4,0,0,1,1,1
35236,20120111111648,2,345,40,1,2,3,1,25,2,4,5,0,2,0,2,1,1,1
35237,20120111111689,2,565,40,1,2,1,1,43,1,4,6,0,2,0,2,0,0,1
35239,20120111111773,2,500,39,1,4,1,1,42,1,4,2,0,1,0,3,0,0,1
35241,20120111111821,2,790,40,1,1,1,1,41,1,4,5,0,2,0,1,0,0,1
35242,20120111111827,2,535,41,1,0,3,1,59,2,5,6,0,2,0,0,1,1,1
35243,20120111111858,2,444,39,1,1,1,1,41,1,4,3,0,1,0,1,0,0,1
35245,20120111111988,2,600,44,1,3,1,1,41,1,4,3,0,4,0,3,0,0,1
35246,20120111112005,2,515,43,1,0,1,1,59,2,4,5,0,3,0,0,0,1,1
35248,20120111112066,2,713,39,1,3,1,1,39,1,4,3,0,1,0,3,0,0,1
35251,20120111112217,2,630,43,2,0,3,1,47,2,5,2,0,3,1,0,1,1,1
35252,20120111112267,2,495,39,1,2,1,1,44,2,4,4,0,1,0,2,0,1,1
35253,20120111112328,2,410,44,1,0,3,1,57,2,3,6,0,4,0,0,1,1,1
35257,20120111112432,2,540,44,2,0,3,1,32,2,4,6,0,4,1,0,1,1,1
35262,20120112110090,2,520,43,2,1,1,1,45,2,4,4,0,3,1,1,0,1,1
35264,20120112110102,2,530,43,1,0,3,1,25,2,5,5,0,3,0,0,1,1,1
35266,20120112110113,2,480,39,1,0,1,1,23,1,4,2,0,1,0,0,0,0,1
35267,20120112110131,2,545,43,2,0,3,1,37,1,3,6,0,3,1,0,1,0,1
35272,20120112110522,2,445,39,1,3,1,1,47,1,2,5,0,1,0,3,0,0,1
35274,20120112110534,2,465,42,2,0,3,1,44,2,5,2,0,2,1,0,1,1,1
35275,20120112110535,2,450,40,1,0,3,1,38,1,4,3,0,2,0,0,1,0,1
35276,20120112110537,2,484,43,1,3,1,1,44,2,4,3,0,3,0,3,0,1,1
35277,20120112110551,2,260,39,1,0,1,2,55,2,3,5,0,1,0,0,0,1,0
35278,20120112110580,2,518,36,1,1,1,1,34,1,4,2,0,0,0,1,0,0,1
35279,20120112110592,2,480,45,1,0,3,1,50,2,5,5,0,4,0,0,1,1,1
35280,20120112110597,2,830,41,1,0,3,1,29,1,4,3,0,2,0,0,1,0,1
35281,20120112110606,1,720,43,1,0,3,1,57,2,4,2,1,3,0,0,1,1,1
35282,20120112110613,2,450,44,1,2,3,1,41,2,4,3,0,4,0,2,1,1,1
35283,20120112110630,1,120,46,1,0,3,1,57,1,3,6,1,4,0,0,1,0,1
35284,20120112110632,2,815,43,1,0,3,1,27,1,4,6,0,3,0,0,1,0,1
35285,20120112110634,2,630,44,1,0,1,1,57,1,4,5,0,4,0,0,0,0,1
35288,20120112110669,2,685,33,1,0,2,1,48,2,4,3,0,0,0,0,1,1,1
35290,20120112110688,2,483,39,1,2,3,1,40,2,4,5,0,1,0,2,1,1,1
35293,20120112110714,2,799,43,1,0,3,2,23,2,4,4,0,3,0,0,1,1,0
35294,20120112110736,2,266,43,1,0,1,2,23,2,4,5,0,3,0,0,0,1,0
35295,20120112110738,1,470,39,1,0,3,1,42,1,4,3,1,1,0,0,1,0,1
35296,20120112110744,2,600,43,1,1,1,1,43,1,3,6,0,3,0,1,0,0,1
35297,20120112110748,2,627,40,1,1,1,1,47,1,4,3,0,2,0,1,0,0,1
35298,20120112110750,2,480,43,1,0,3,1,51,2,2,3,0,3,0,0,1,1,1
35302,20120112110787,2,450,43,1,2,1,1,44,1,4,4,0,3,0,2,0,0,1
35304,20120112110794,2,175,39,1,1,1,2,42,2,2,3,0,1,0,1,0,1,0
35305,20120112110803,2,240,39,1,0,1,2,41,2,4,3,0,1,0,0,0,1,0
35306,20120112110820,2,510,45,1,1,1,1,38,1,4,3,0,4,0,1,0,0,1
35312,20120112110878,2,470,41,1,1,3,1,51,2,4,6,0,2,0,1,1,1,1
35313,20120112110896,2,515,39,1,0,3,1,28,1,4,5,0,1,0,0,1,0,1
35315,20120112110903,2,645,42,1,0,3,1,45,1,4,2,0,2,0,0,1,0,1
35316,20120112110925,2,690,37,1,0,3,1,37,1,4,2,0,0,0,0,1,0,1
35317,20120112110944,2,435,37,1,2,2,1,32,1,4,2,0,0,0,2,1,0,1
35319,20120112110973,2,500,44,1,1,1,1,47,1,1,4,0,4,0,1,0,0,1
35321,20120112110984,2,345,40,1,2,1,1,48,1,4,6,0,2,0,2,0,0,1
35322,20120112110985,2,488,40,2,0,1,1,53,2,3,3,0,2,1,0,0,1,1
35324,20120112110990,2,490,40,1,3,1,1,47,2,4,6,0,2,0,3,0,1,1
35325,20120112110992,2,475,39,1,3,1,1,37,2,4,5,0,1,0,3,0,1,1
35327,20120112111046,2,555,43,1,0,3,1,49,1,4,6,0,3,0,0,1,0,1
35328,20120112111058,2,500,40,1,0,3,1,42,2,4,6,0,2,0,0,1,1,1
35331,20120112111073,2,660,39,1,1,2,2,31,2,4,6,0,1,0,1,1,1,0
35332,20120112111079,2,510,40,1,0,3,1,52,2,4,3,0,2,0,0,1,1,1
35333,20120112111089,2,472,39,2,1,2,1,47,1,4,6,0,1,1,1,1,0,1
35336,20120112111138,2,480,39,1,0,3,1,29,2,4,4,0,1,0,0,1,1,1
35338,20120112111167,2,520,44,1,0,3,1,58,1,5,2,0,4,0,0,1,0,1
35340,20120112111198,2,570,40,1,1,3,1,21,2,4,2,0,2,0,1,1,1,1
35343,20120112111226,2,500,43,1,1,3,1,31,1,4,4,0,3,0,1,1,0,1
35344,20120112111229,2,545,43,1,0,1,1,55,1,4,6,0,3,0,0,0,0,1
35347,20120112111246,2,570,44,1,0,1,1,56,1,4,5,0,4,0,0,0,0,1
35348,20120112111260,2,450,43,1,2,1,1,36,2,4,6,0,3,0,2,0,1,1
35349,20120112111272,2,475,41,2,0,3,1,48,2,4,6,0,2,1,0,1,1,1
35351,20120112111291,2,480,43,1,0,3,1,33,1,1,5,0,3,0,0,1,0,1
35352,20120112111312,2,425,43,1,2,1,1,40,2,3,6,0,3,0,2,0,1,1
35353,20120112111319,2,454,40,2,1,3,1,32,2,4,5,0,2,1,1,1,1,1
35354,20120112111325,2,480,39,1,1,3,1,22,2,4,4,0,1,0,1,1,1,1
35355,20120112111337,2,490,43,1,2,1,1,34,1,4,5,0,3,0,2,0,0,1
35357,20120112111348,2,540,43,1,2,1,1,44,2,1,5,0,3,0,2,0,1,1
35358,20120112111353,2,530,45,1,4,1,1,38,2,4,4,0,4,0,3,0,1,1
35359,20120112111388,2,631,46,1,3,1,1,48,1,4,2,0,4,0,3,0,0,1
35360,20120112111391,2,496,39,1,0,1,1,47,2,4,5,0,1,0,0,0,1,1
35361,20120112111392,2,590,43,1,0,3,1,47,1,4,2,0,3,0,0,1,0,1
35362,20120112111395,2,520,39,1,0,3,1,47,1,3,4,0,1,0,0,1,0,1
35365,20120112111446,2,499,43,1,2,1,1,41,2,4,2,0,3,0,2,0,1,1
35366,20120112111448,2,655,40,2,2,1,1,36,1,4,3,0,2,1,2,0,0,1
35368,20120112111461,2,540,45,1,2,1,1,57,1,4,2,0,4,0,2,0,0,1
35369,20120112111478,2,500,40,1,1,1,1,54,1,4,4,0,2,0,1,0,0,1
35370,20120112111490,2,498,43,1,2,1,1,39,1,1,4,0,3,0,2,0,0,1
35372,20120112111499,2,553,40,2,0,3,1,56,1,4,3,0,2,1,0,1,0,1
35374,20120112111529,2,495,44,1,1,1,1,54,1,2,5,0,4,0,1,0,0,1
35375,20120112111539,2,620,39,2,0,3,1,27,2,4,4,0,1,1,0,1,1,1
35377,20120112111548,2,375,43,1,1,3,2,52,2,4,4,0,3,0,1,1,1,0
35382,20120112111579,2,525,43,1,5,1,1,36,2,4,6,0,3,0,3,0,1,1
35383,20120112111584,2,585,43,1,0,1,1,49,1,4,5,0,3,0,0,0,0,1
35384,20120112111598,2,458,39,1,1,2,2,40,1,4,6,0,1,0,1,1,0,0
35385,20120112111599,2,515,43,1,1,1,1,31,2,4,5,0,3,0,1,0,1,1
35386,20120112111602,2,530,42,1,0,1,1,53,2,4,4,0,2,0,0,0,1,1
35390,20120112111637,2,365,40,1,1,2,2,53,1,4,4,0,2,0,1,1,0,0
35393,20120112111669,2,965,39,2,0,3,1,50,1,2,5,0,1,1,0,1,0,1
35394,20120112111677,2,405,37,1,4,3,1,31,2,4,4,0,0,0,3,1,1,1
35397,20120112111688,2,395,41,1,0,3,1,53,2,4,5,0,2,0,0,1,1,1
35398,20120112111696,2,460,43,1,1,1,1,50,2,2,6,0,3,0,1,0,1,1
35399,20120112111708,2,473,39,2,0,3,1,46,2,4,3,0,1,1,0,1,1,1
35403,20120112111723,2,600,40,2,1,3,2,24,2,4,2,0,2,1,1,1,1,0
35404,20120112111729,1,675,40,1,2,1,1,36,2,5,5,1,2,0,2,0,1,1
35405,20120112111732,2,495,32,1,2,1,1,46,1,4,4,0,0,0,2,0,0,1
35407,20120112111752,2,225,39,2,2,3,2,26,1,4,6,0,1,1,2,1,0,0
35410,20120112111765,2,480,39,1,1,1,1,46,1,4,4,0,1,0,1,0,0,1
35411,20120112111767,2,455,37,1,4,3,1,54,2,4,4,0,0,0,3,1,1,1
35414,20120112111789,2,485,42,1,4,3,1,34,2,4,2,0,2,0,3,1,1,1
35415,20120112111804,1,591,40,2,0,3,1,44,2,4,4,1,2,1,0,1,1,1
35421,20120112111837,2,453,39,1,3,1,1,42,2,4,5,0,1,0,3,0,1,1
35422,20120112111840,2,315,44,2,0,3,1,37,2,4,6,0,4,1,0,1,1,1
35423,20120112111865,2,540,39,1,1,1,1,43,2,4,6,0,1,0,1,0,1,1
35427,20120112111905,2,490,44,1,2,1,1,40,1,4,6,0,4,0,2,0,0,1
35428,20120112111910,2,450,44,1,2,1,1,31,2,3,6,0,4,0,2,0,1,1
35430,20120112111915,2,485,43,1,1,1,1,29,2,4,4,0,3,0,1,0,1,1
35431,20120112111961,2,696,43,1,0,2,1,52,1,5,3,0,3,0,0,1,0,1
35432,20120112111979,2,195,39,1,0,1,1,39,2,4,3,0,1,0,0,0,1,1
35433,20120112111984,2,554,43,1,1,1,1,48,2,4,3,0,3,0,1,0,1,1
35434,20120112111988,1,210,44,1,0,1,2,57,2,5,4,1,4,0,0,0,1,0
35435,20120112111995,2,455,42,2,1,1,1,57,1,3,3,0,2,1,1,0,0,1
35437,20120112112004,2,525,44,1,2,1,1,38,2,3,2,0,4,0,2,0,1,1
35438,20120112112006,2,455,43,4,2,1,1,49,2,4,3,0,3,2,2,0,1,1
35439,20120112112022,2,285,43,1,2,1,1,51,1,4,4,0,3,0,2,0,0,1
35440,20120112112028,2,525,39,4,4,1,1,48,1,4,3,0,1,2,3,0,0,1
35444,20120112112081,1,180,43,1,3,1,1,40,1,5,3,1,3,0,3,0,0,1
35446,20120112112097,2,468,44,2,1,3,1,51,2,5,3,0,4,1,1,1,1,1
35450,20120112112148,2,605,39,1,3,3,1,36,2,4,6,0,1,0,3,1,1,1
35453,20120112112175,2,462,39,1,2,3,2,26,2,4,3,0,1,0,2,1,1,0
35454,20120112112179,2,440,40,1,0,1,1,54,1,4,3,0,2,0,0,0,0,1
35455,20120112112191,2,285,40,4,0,3,2,25,1,4,6,0,2,2,0,1,0,0
35456,20120112112192,2,469,43,1,1,1,1,38,1,4,4,0,3,0,1,0,0,1
35457,20120112112203,2,460,43,1,0,3,1,50,1,5,5,0,3,0,0,1,0,1
35458,20120112112206,2,450,42,1,0,3,1,27,1,4,5,0,2,0,0,1,0,1
35459,20120112112207,2,600,40,1,1,1,1,41,1,4,5,0,2,0,1,0,0,1
