,TUCASEID,LEJF_11,LEJF_12,LEJF_13,LEJF_14
733,20170201171899,-1,-1,-1,-1
734,20170201171905,-1,-1,-1,-1
735,20170201171914,-1,-1,-1,-1
736,20170201171915,-1,-1,-1,-1
737,20170201171919,1,2,5,1
738,20170201171933,1,1,5,1
739,20170201171939,-1,-1,-1,-1
740,20170201171948,-1,-1,-1,-1
741,20170201171950,1,2,1,2
742,20170201171955,-1,-1,-1,-1
743,20170201171957,-1,-1,-1,-1
744,20170201171981,-1,-1,-1,-1
745,20170201171987,1,1,2,1
746,20170201171990,1,3,5,2
747,20170201171993,1,2,1,2
748,20170201172004,-1,-1,-1,-1
749,20170201172018,-1,-1,-1,-1
750,20170201172028,-1,-1,-1,-1
751,20170201172052,1,3,3,2
752,20170201172061,-1,-1,-1,-1
753,20170201172071,1,1,1,2
754,20170201172075,1,1,3,2
755,20170201172078,-1,-1,-1,-1
756,20170201172101,-1,-1,-1,-1
757,20170201172106,-1,-1,-1,-1
758,20170201172107,-1,-1,-1,-1
759,20170201172122,-1,-1,-1,-1
760,20170201172131,-1,-1,-1,-1
761,20170201172134,-1,-1,-1,-1
762,20170201172136,-1,-1,-1,-1
763,20170201172138,-1,-1,-1,-1
764,20170201172157,-1,-1,-1,-1
765,20170201172159,-1,-1,-1,-1
766,20170201172160,1,2,1,2
767,20170201172163,1,1,5,1
768,20170201172165,1,2,3,1
769,20170201172166,1,1,5,1
770,20170201172167,-1,-1,-1,-1
771,20170201172174,-1,-1,-1,-1
772,20170201172178,2,-1,-1,-1
773,20170201172182,-1,-1,-1,-1
774,20170201172185,-1,-1,-1,-1
775,20170201172186,-1,-1,-1,-1
776,20170201172188,-1,-1,-1,-1
777,20170201172210,-1,-1,-1,-1
778,20170201172221,-1,-1,-1,-1
779,20170201172223,-1,-1,-1,-1
780,20170201172227,-1,-1,-1,-1
781,20170201172230,1,3,6,2
782,20170201172232,-1,-1,-1,-1
783,20170201172237,1,1,4,1
784,20170201172244,-1,-1,-1,-1
785,20170201172270,1,1,4,1
786,20170201172277,-1,-1,-1,-1
787,20170201172285,1,1,1,2
788,20170201172308,-1,-1,-1,-1
789,20170201172314,-1,-1,-1,-1
790,20170201172315,-1,-1,-1,-1
791,20170201172318,-1,-1,-1,-1
792,20170201172326,2,-1,-1,-1
793,20170201172328,-1,-1,-1,-1
794,20170201172331,-1,-1,-1,-1
795,20170201172335,1,1,3,2
796,20170201172346,1,1,3,2
797,20170201172347,-1,-1,-1,-1
798,20170201172348,1,1,2,1
799,20170201172372,-1,-1,-1,-1
800,20170201172374,1,1,1,2
801,20170201172386,-1,-1,-1,-1
802,20170201172393,-1,-1,-1,-1
803,20170201172398,-1,-1,-1,-1
804,20170201172404,-1,-1,-1,-1
805,20170201172410,1,2,1,1
806,20170201172413,-1,-1,-1,-1
807,20170201172423,-1,-1,-1,-1
808,20170201172430,1,2,1,1
809,20170201172453,-1,-1,-1,-1
810,20170201172459,1,2,1,2
811,20170201172465,1,1,1,2
812,20170201172468,-1,-1,-1,-1
813,20170201172472,-1,-1,-1,-1
814,20170201172473,-1,-1,-1,-1
815,20170201172477,-1,-1,-1,-1
816,20170201172480,-1,-1,-1,-1
817,20170201172505,2,-1,-1,-1
818,20170201172513,-1,-1,-1,-1
819,20170201172526,-1,-1,-1,-1
820,20170201172528,-1,-1,-1,-1
821,20170201172533,1,1,3,1
822,20170202170552,1,1,2,1
823,20170202170607,-1,-1,-1,-1
824,20170202170685,-1,-1,-1,-1
825,20170202170686,-1,-1,-1,-1
826,20170202170724,1,1,2,2
827,20170202170788,-1,-1,-1,-1
828,20170202170824,-1,-1,-1,-1
829,20170202170946,-1,-1,-1,-1
830,20170202170964,-1,-1,-1,-1
831,20170202171086,-1,-1,-1,-1
832,20170202171090,-1,-1,-1,-1
833,20170202171160,-1,-1,-1,-1
834,20170202171184,-1,-1,-1,-1
835,20170202171321,1,2,5,1
836,20170202171371,2,-1,-1,-1
837,20170202171482,1,1,1,2
838,20170202171546,-1,-1,-1,-1
839,20170202171574,1,1,5,2
840,20170202171677,1,1,3,1
841,20170202171823,-1,-1,-1,-1
842,20170202171866,-1,-1,-1,-1
843,20170202171888,1,3,5,2
844,20170202171896,-1,-1,-1,-1
845,20170202172039,-1,-1,-1,-1
846,20170202172069,-1,-1,-1,-1
847,20170202172080,-1,-1,-1,-1
848,20170202172182,1,1,5,2
849,20170202172213,-1,-1,-1,-1
850,20170202172293,-1,-1,-1,-1
851,20170202172304,-1,-1,-1,-1
852,20170202172482,-1,-1,-1,-1
853,20170211160762,-1,-1,-1,-1
854,20170211161121,-1,-1,-1,-1
855,20170211161183,-1,-1,-1,-1
856,20170211161272,-1,-1,-1,-1
857,20170211161358,-1,-1,-1,-1
858,20170211161860,1,1,5,1
859,20170212160046,-1,-1,-1,-1
860,20170212160127,1,1,6,2
861,20170212160663,1,1,5,1
862,20170212160733,1,1,5,1
863,20170212160735,-1,-1,-1,-1
864,20170212160838,1,3,3,1
865,20170212160889,1,1,2,1
866,20170212160894,-1,-1,-1,-1
867,20170212160901,-1,-1,-1,-1
868,20170212160929,-1,-1,-1,-1
869,20170212160952,-1,-1,-1,-1
870,20170212160997,2,-1,-1,-1
871,20170212161047,-1,-1,-1,-1
872,20170212161079,-1,-1,-1,-1
873,20170212161080,-1,-1,-1,-1
874,20170212161083,-1,-1,-1,-1
875,20170212161102,-1,-1,-1,-1
876,20170212161194,-1,-1,-1,-1
877,20170212161221,1,2,3,1
878,20170212161239,1,1,3,1
879,20170212161252,-1,-1,-1,-1
880,20170212161290,-1,-1,-1,-1
881,20170212161312,-1,-1,-1,-1
882,20170212161324,2,-1,-1,-1
883,20170212161359,1,1,3,1
884,20170212161387,-1,-1,-1,-1
885,20170212161393,1,1,3,1
886,20170212161417,-1,-1,-1,-1
887,20170212161447,-1,-1,-1,-1
888,20170212161543,1,1,5,1
889,20170212161730,1,2,1,2
890,20170212161739,-1,-1,-1,-1
891,20170212161758,-1,-1,-1,-1
892,20170212161787,-1,-1,-1,-1
893,20170212161829,1,1,6,1
894,20170212161848,1,2,1,1
895,20170212161904,-1,-1,-1,-1
896,20170212161913,-1,-1,-1,-1
897,20170212161918,-1,-1,-1,-1
898,20170212161946,-1,-1,-1,-1
899,20170212161961,-1,-1,-1,-1
900,20170212161979,1,1,5,1
901,20170212161993,1,1,2,1
902,20170212162017,-1,-1,-1,-1
903,20170212162062,2,-1,-1,-1
904,20170212162103,-1,-1,-1,-1
905,20170212162111,-1,-1,-1,-1
906,20170212162180,-1,-1,-1,-1
907,20170212162191,-1,-1,-1,-1
908,20170212162206,-1,-1,-1,-1
909,20170212162228,1,2,1,2
910,20170212162288,-1,-1,-1,-1
911,20170212162344,1,1,3,1
912,20170212162364,1,1,3,2
913,20170212162371,1,1,5,2
914,20170212162382,-1,-1,-1,-1
915,20170212162468,-1,-1,-1,-1
916,20170212162503,2,-1,-1,-1
917,20170212162520,-1,-1,-1,-1
918,20170212162524,-1,-1,-1,-1
919,20170212162541,-1,-1,-1,-1
920,20170301170001,-1,-1,-1,-1
921,20170301170018,1,1,1,1
922,20170301170022,-1,-1,-1,-1
923,20170301170065,1,2,1,1
924,20170301170130,-1,-1,-1,-1
925,20170301170556,1,2,5,2
926,20170301170563,1,1,4,1
927,20170301170621,1,1,3,1
928,20170301170625,-1,-1,-1,-1
929,20170301170635,-1,-1,-1,-1
930,20170301170650,-1,-1,-1,-1
931,20170301170666,1,1,1,1
932,20170301170690,-1,-1,-1,-1
933,20170301170700,-1,-1,-1,-1
934,20170301170727,1,1,3,2
935,20170301170831,-1,-1,-1,-1
936,20170301170850,-1,-1,-1,-1
937,20170301170997,-1,-1,-1,-1
938,20170301171025,1,1,3,1
939,20170301171029,2,-1,-1,-1
940,20170301171038,-1,-1,-1,-1
941,20170301171054,-1,-1,-1,-1
942,20170301171057,1,1,6,1
943,20170301171065,-1,-1,-1,-1
944,20170301171116,-1,-1,-1,-1
945,20170301171132,-1,-1,-1,-1
946,20170301171159,-1,-1,-1,-1
947,20170301171171,-1,-1,-1,-1
948,20170301171220,1,1,1,2
949,20170301171256,-1,-1,-1,-1
950,20170301171312,-1,-1,-1,-1
951,20170301171327,-1,-1,-1,-1
952,20170301171329,1,1,3,1
953,20170301171345,-1,-1,-1,-1
954,20170301171405,-1,-1,-1,-1
955,20170301171438,-1,-1,-1,-1
956,20170301171440,-1,-1,-1,-1
957,20170301171682,-1,-1,-1,-1
958,20170301171696,1,3,3,2
959,20170301171701,-1,-1,-1,-1
960,20170301171805,-1,-1,-1,-1
961,20170301171833,-1,-1,-1,-1
962,20170301171887,-1,-1,-1,-1
963,20170301171913,-1,-1,-1,-1
964,20170301171929,-1,-1,-1,-1
965,20170301171941,1,1,3,1
966,20170301171952,1,1,1,2
967,20170301171985,-1,-1,-1,-1
968,20170301171999,-1,-1,-1,-1
969,20170301172003,-1,-1,-1,-1
970,20170301172006,2,-1,-1,-1
971,20170301172046,-1,-1,-1,-1
972,20170301172068,-1,-1,-1,-1
973,20170301172080,1,2,1,2
974,20170301172110,-1,-1,-1,-1
975,20170301172120,-1,-1,-1,-1
976,20170301172150,-1,-1,-1,-1
977,20170301172154,1,2,1,1
978,20170301172183,-1,-1,-1,-1
979,20170301172197,1,1,6,2
980,20170301172228,-1,-1,-1,-1
981,20170301172260,-1,-1,-1,-1
982,20170301172301,-1,-1,-1,-1
983,20170301172304,-1,-1,-1,-1
984,20170301172319,-1,-1,-1,-1
985,20170301172395,-1,-1,-1,-1
986,20170301172437,-1,-1,-1,-1
987,20170301172450,-1,-1,-1,-1
988,20170301172494,-1,-1,-1,-1
989,20170301172519,-1,-1,-1,-1
990,20170301172534,-1,-1,-1,-1
991,20170301172537,-1,-1,-1,-1
992,20170302170002,1,1,2,1
993,20170302170011,1,3,2,1
994,20170302170012,-1,-1,-1,-1
995,20170302170032,-1,-1,-1,-1
996,20170302170038,-1,-1,-1,-1
997,20170302170045,-1,-1,-1,-1
998,20170302170062,-1,-1,-1,-1
999,20170302170067,2,-1,-1,-1
1000,20170302170071,-1,-1,-1,-1
1001,20170302170072,-1,-1,-1,-1
1002,20170302170084,-1,-1,-1,-1
1003,20170302170092,-1,-1,-1,-1
1004,20170302170107,1,2,4,2
1005,20170302170139,-1,-1,-1,-1
1006,20170302170142,1,1,3,2
1007,20170302170145,-1,-1,-1,-1
1008,20170302170506,1,2,3,2
1009,20170302170509,-1,-1,-1,-1
1010,20170302170519,-1,-1,-1,-1
1011,20170302170522,1,3,1,2
1012,20170302170531,1,1,3,2
1013,20170302170538,-1,-1,-1,-1
1014,20170302170546,-1,-1,-1,-1
1015,20170302170562,-1,-1,-1,-1
1016,20170302170565,-1,-1,-1,-1
1017,20170302170569,1,1,5,2
1018,20170302170575,-1,-1,-1,-1
1019,20170302170578,1,1,5,1
1020,20170302170586,-1,-1,-1,-1
1021,20170302170587,-1,-1,-1,-1
1022,20170302170597,-1,-1,-1,-1
1023,20170302170598,-1,-1,-1,-1
1024,20170302170600,-1,-1,-1,-1
1025,20170302170602,-1,-1,-1,-1
1026,20170302170603,-1,-1,-1,-1
1027,20170302170606,1,3,4,2
1028,20170302170608,2,-1,-1,-1
1029,20170302170617,-1,-1,-1,-1
1030,20170302170620,2,-1,-1,-1
1031,20170302170626,-1,-1,-1,-1
1032,20170302170627,-1,-1,-1,-1
1033,20170302170631,-1,-1,-1,-1
1034,20170302170632,-1,-1,-1,-1
1035,20170302170635,-1,-1,-1,-1
1036,20170302170636,-1,-1,-1,-1
1037,20170302170646,-1,-1,-1,-1
1038,20170302170650,-1,-1,-1,-1
1039,20170302170658,-1,-1,-1,-1
1040,20170302170661,1,1,6,2
1041,20170302170671,-1,-1,-1,-1
1042,20170302170672,-1,-1,-1,-1
1043,20170302170675,-1,-1,-1,-1
1044,20170302170676,-1,-1,-1,-1
1045,20170302170682,1,2,2,1
1046,20170302170683,-1,-1,-1,-1
1047,20170302170693,2,-1,-1,-1
1048,20170302170697,1,1,2,1
1049,20170302170702,1,1,5,1
1050,20170302170703,2,-1,-1,-1
1051,20170302170712,1,2,1,1
1052,20170302170714,-1,-1,-1,-1
1053,20170302170716,-1,-1,-1,-1
1054,20170302170726,-1,-1,-1,-1
1055,20170302170734,1,2,1,1
1056,20170302170736,-1,-1,-1,-1
1057,20170302170737,-1,-1,-1,-1
1058,20170302170739,-1,-1,-1,-1
1059,20170302170740,-1,-1,-1,-1
1060,20170302170743,-1,-1,-1,-1
1061,20170302170744,-1,-1,-1,-1
1062,20170302170745,1,1,3,2
1063,20170302170754,-1,-1,-1,-1
1064,20170302170757,1,2,1,1
1065,20170302170758,1,1,2,1
1066,20170302170766,-1,-1,-1,-1
1067,20170302170780,-1,-1,-1,-1
1068,20170302170784,-1,-1,-1,-1
1069,20170302170789,-1,-1,-1,-1
1070,20170302170808,1,1,5,1
1071,20170302170812,-1,-1,-1,-1
1072,20170302170814,-1,-1,-1,-1
1073,20170302170820,1,1,3,2
1074,20170302170833,-1,-1,-1,-1
1075,20170302170836,-1,-1,-1,-1
1076,20170302170838,-1,-1,-1,-1
1077,20170302170846,-1,-1,-1,-1
1078,20170302170849,-1,-1,-1,-1
1079,20170302170852,-1,-1,-1,-1
1080,20170302170855,1,1,5,1
1081,20170302170871,-1,-1,-1,-1
1082,20170302170876,1,1,3,1
1083,20170302170878,-1,-1,-1,-1
1084,20170302170882,-1,-1,-1,-1
1085,20170302170886,-1,-1,-1,-1
1086,20170302170896,-1,-1,-1,-1
1087,20170302170902,-1,-1,-1,-1
1088,20170302170908,1,1,4,1
1089,20170302170909,-1,-1,-1,-1
1090,20170302170910,-1,-1,-1,-1
1091,20170302170913,-1,-1,-1,-1
1092,20170302170918,2,-1,-1,-1
1093,20170302170933,-1,-1,-1,-1
1094,20170302170937,-1,-1,-1,-1
1095,20170302170938,-1,-1,-1,-1
1096,20170302170945,-1,-1,-1,-1
1097,20170302170948,-1,-1,-1,-1
1098,20170302170957,1,1,2,1
1099,20170302170960,-1,-1,-1,-1
1100,20170302170961,-1,-1,-1,-1
1101,20170302170963,-1,-1,-1,-1
1102,20170302170982,-1,-1,-1,-1
1103,20170302170989,-1,-1,-1,-1
1104,20170302171001,-1,-1,-1,-1
1105,20170302171005,1,1,5,1
1106,20170302171010,-1,-1,-1,-1
1107,20170302171016,-1,-1,-1,-1
1108,20170302171018,-1,-1,-1,-1
1109,20170302171019,-1,-1,-1,-1
1110,20170302171032,1,3,3,1
1111,20170302171036,1,2,7,1
1112,20170302171041,1,1,4,1
1113,20170302171049,2,-1,-1,-1
1114,20170302171057,1,1,4,1
1115,20170302171061,-1,-1,-1,-1
1116,20170302171073,-1,-1,-1,-1
1117,20170302171084,-1,-1,-1,-1
1118,20170302171085,-1,-1,-1,-1
1119,20170302171087,1,1,3,1
1120,20170302171088,-1,-1,-1,-1
1121,20170302171091,1,2,2,2
1122,20170302171098,-1,-1,-1,-1
1123,20170302171106,1,1,3,2
1124,20170302171109,-1,-1,-1,-1
1125,20170302171130,-1,-1,-1,-1
1126,20170302171141,1,1,5,2
1127,20170302171144,1,1,5,2
1128,20170302171148,-1,-1,-1,-1
1129,20170302171149,-1,-1,-1,-1
1130,20170302171152,-1,-1,-1,-1
1131,20170302171155,-1,-1,-1,-1
1132,20170302171157,1,1,6,2
1133,20170302171162,-1,-1,-1,-1
1134,20170302171164,1,1,2,1
1135,20170302171167,1,1,3,1
1136,20170302171172,-1,-1,-1,-1
1137,20170302171180,-1,-1,-1,-1
1138,20170302171196,-1,-1,-1,-1
1139,20170302171201,1,2,1,2
1140,20170302171202,1,1,2,1
1141,20170302171208,-1,-1,-1,-1
1142,20170302171224,-1,-1,-1,-1
1143,20170302171229,-1,-1,-1,-1
1144,20170302171243,1,1,5,1
1145,20170302171244,-1,-1,-1,-1
1146,20170302171250,-1,-1,-1,-1
1147,20170302171255,-1,-1,-1,-1
1148,20170302171256,1,1,2,2
1149,20170302171259,1,1,2,2
1150,20170302171260,1,1,6,2
1151,20170302171263,-1,-1,-1,-1
1152,20170302171281,-1,-1,-1,-1
1153,20170302171286,1,2,1,1
1154,20170302171294,-1,-1,-1,-1
1155,20170302171295,-1,-1,-1,-1
1156,20170302171301,-1,-1,-1,-1
1157,20170302171314,-1,-1,-1,-1
1158,20170302171323,1,1,3,2
1159,20170302171341,1,2,1,1
1160,20170302171344,1,1,3,1
1161,20170302171345,-1,-1,-1,-1
1162,20170302171358,-1,-1,-1,-1
1163,20170302171363,-1,-1,-1,-1
1164,20170302171364,2,-1,-1,-1
1165,20170302171366,-1,-1,-1,-1
1166,20170302171368,1,1,3,1
1167,20170302171377,-1,-1,-1,-1
1168,20170302171382,-1,-1,-1,-1
1169,20170302171388,-1,-1,-1,-1
1170,20170302171391,-1,-1,-1,-1
1171,20170302171406,-1,-1,-1,-1
1172,20170302171417,-1,-1,-1,-1
1173,20170302171421,-1,-1,-1,-1
1174,20170302171422,2,-1,-1,-1
1175,20170302171428,-1,-1,-1,-1
1176,20170302171429,-1,-1,-1,-1
1177,20170302171438,1,1,5,1
1178,20170302171439,1,1,3,2
1179,20170302171444,2,-1,-1,-1
1180,20170302171446,1,1,3,1
1181,20170302171449,2,-1,-1,-1
1182,20170302171450,-1,-1,-1,-1
1183,20170302171457,1,1,2,1
1184,20170302171458,-1,-1,-1,-1
1185,20170302171469,-1,-1,-1,-1
1186,20170302171480,-1,-1,-1,-1
1187,20170302171484,-1,-1,-1,-1
1188,20170302171508,1,1,2,1
1189,20170302171512,-1,-1,-1,-1
1190,20170302171514,1,1,5,2
1191,20170302171517,-1,-1,-1,-1
1192,20170302171522,-1,-1,-1,-1
1193,20170302171524,-1,-1,-1,-1
1194,20170302171529,1,2,2,2
1195,20170302171531,-1,-1,-1,-1
1196,20170302171532,-1,-1,-1,-1
1197,20170302171533,1,2,1,1
1198,20170302171564,1,1,3,2
1199,20170302171567,-1,-1,-1,-1
1200,20170302171569,-1,-1,-1,-1
1201,20170302171570,1,1,3,1
1202,20170302171571,1,1,2,1
1203,20170302171572,1,1,3,1
1204,20170302171584,-1,-1,-1,-1
1205,20170302171587,1,2,1,1
1206,20170302171598,1,1,5,2
1207,20170302171604,-1,-1,-1,-1
1208,20170302171608,1,3,4,1
1209,20170302171617,-1,-1,-1,-1
1210,20170302171622,-1,-1,-1,-1
1211,20170302171632,1,1,2,2
1212,20170302171633,-1,-1,-1,-1
1213,20170302171635,-1,-1,-1,-1
1214,20170302171645,-1,-1,-1,-1
1215,20170302171650,-1,-1,-1,-1
1216,20170302171653,2,-1,-1,-1
1217,20170302171673,-1,-1,-1,-1
1218,20170302171676,-1,-1,-1,-1
1219,20170302171678,-1,-1,-1,-1
1220,20170302171686,-1,-1,-1,-1
1221,20170302171696,1,1,2,2
1222,20170302171698,-1,-1,-1,-1
1223,20170302171699,1,1,4,1
1224,20170302171700,-1,-1,-1,-1
1225,20170302171702,-1,-1,-1,-1
1226,20170302171709,-1,-1,-1,-1
1227,20170302171715,-1,-1,-1,-1
1228,20170302171723,-1,-1,-1,-1
1229,20170302171724,-1,-1,-1,-1
1230,20170302171742,1,1,2,1
1231,20170302171745,1,1,3,2
1232,20170302171756,1,2,5,1
1233,20170302171764,-1,-1,-1,-1
1234,20170302171765,-1,-1,-1,-1
1235,20170302171772,-1,-1,-1,-1
1236,20170302171789,1,1,1,2
1237,20170302171790,-1,-1,-1,-1
1238,20170302171792,1,1,2,1
1239,20170302171801,-1,-1,-1,-1
1240,20170302171802,-1,-1,-1,-1
1241,20170302171803,1,1,3,2
1242,20170302171805,-1,-1,-1,-1
1243,20170302171806,1,1,3,2
1244,20170302171808,-1,-1,-1,-1
1245,20170302171812,1,2,1,2
1246,20170302171816,-1,-1,-1,-1
1247,20170302171818,-1,-1,-1,-1
1248,20170302171821,-1,-1,-1,-1
1249,20170302171825,-1,-1,-1,-1
1250,20170302171828,-1,-1,-1,-1
1251,20170302171843,1,1,2,2
1252,20170302171845,-1,-1,-1,-1
1253,20170302171848,-1,-1,-1,-1
1254,20170302171863,-1,-1,-1,-1
1255,20170302171864,-1,-1,-1,-1
1256,20170302171877,-1,-1,-1,-1
1257,20170302171882,-1,-1,-1,-1
1258,20170302171883,-1,-1,-1,-1
1259,20170302171885,-1,-1,-1,-1
1260,20170302171890,-1,-1,-1,-1
1261,20170302171908,-1,-1,-1,-1
1262,20170302171911,-1,-1,-1,-1
1263,20170302171918,1,2,1,1
1264,20170302171920,1,1,3,1
1265,20170302171924,-1,-1,-1,-1
1266,20170302171935,1,1,5,1
1267,20170302171944,-1,-1,-1,-1
1268,20170302171950,-1,-1,-1,-1
1269,20170302171952,-1,-1,-1,-1
1270,20170302171966,1,1,5,1
1271,20170302171967,-1,-1,-1,-1
1272,20170302171969,-1,-1,-1,-1
1273,20170302171970,-1,-1,-1,-1
1274,20170302171973,-1,-1,-1,-1
1275,20170302171981,-1,-1,-1,-1
1276,20170302171992,-1,-1,-1,-1
1277,20170302172001,-1,-1,-1,-1
1278,20170302172022,-1,-1,-1,-1
1279,20170302172029,-1,-1,-1,-1
1280,20170302172041,-1,-1,-1,-1
1281,20170302172046,-1,-1,-1,-1
1282,20170302172049,1,1,3,1
1283,20170302172052,2,-1,-1,-1
1284,20170302172054,-1,-1,-1,-1
1285,20170302172059,1,1,5,1
1286,20170302172060,1,1,6,1
1287,20170302172062,-1,-1,-1,-1
1288,20170302172063,-1,-1,-1,-1
1289,20170302172067,1,1,4,1
1290,20170302172071,-1,-1,-1,-1
1291,20170302172072,-1,-1,-1,-1
1292,20170302172076,-1,-1,-1,-1
1293,20170302172089,-1,-1,-1,-1
1294,20170302172092,-1,-1,-1,-1
1295,20170302172097,2,-1,-1,-1
1296,20170302172098,1,1,7,2
1297,20170302172106,1,1,4,1
1298,20170302172115,2,-1,-1,-1
1299,20170302172116,-1,-1,-1,-1
1300,20170302172128,1,1,2,1
1301,20170302172134,-1,-1,-1,-1
1302,20170302172135,-1,-1,-1,-1
1303,20170302172150,-1,-1,-1,-1
1304,20170302172158,-1,-1,-1,-1
1305,20170302172168,1,3,4,2
1306,20170302172176,-1,-1,-1,-1
1307,20170302172181,-1,-1,-1,-1
1308,20170302172183,2,-1,-1,-1
1309,20170302172185,-1,-1,-1,-1
1310,20170302172189,-1,-1,-1,-1
1311,20170302172191,1,1,5,2
1312,20170302172197,1,1,7,2
1313,20170302172207,-1,-1,-1,-1
1314,20170302172210,-1,-1,-1,-1
1315,20170302172219,1,2,1,2
1316,20170302172227,-1,-1,-1,-1
1317,20170302172235,2,-1,-1,-1
1318,20170302172243,1,1,6,2
1319,20170302172252,-1,-1,-1,-1
1320,20170302172259,-1,-1,-1,-1
1321,20170302172273,1,1,2,1
1322,20170302172278,-1,-1,-1,-1
1323,20170302172294,1,1,3,1
1324,20170302172306,1,2,1,2
1325,20170302172307,-1,-1,-1,-1
1326,20170302172310,-1,-1,-1,-1
1327,20170302172312,-1,-1,-1,-1
1328,20170302172315,-1,-1,-1,-1
1329,20170302172325,-1,-1,-1,-1
1330,20170302172336,-1,-1,-1,-1
1331,20170302172347,-1,-1,-1,-1
1332,20170302172354,-1,-1,-1,-1
1333,20170302172362,-1,-1,-1,-1
1334,20170302172375,-1,-1,-1,-1
1335,20170302172381,1,1,2,1
1336,20170302172390,1,1,3,2
1337,20170302172392,-1,-1,-1,-1
1338,20170302172395,1,1,4,1
1339,20170302172399,1,2,1,2
1340,20170302172400,-1,-1,-1,-1
1341,20170302172409,1,1,6,1
1342,20170302172413,1,1,1,1
1343,20170302172417,-1,-1,-1,-1
1344,20170302172428,1,2,2,2
1345,20170302172431,-1,-1,-1,-1
1346,20170302172444,-1,-1,-1,-1
1347,20170302172447,1,1,4,2
1348,20170302172449,-1,-1,-1,-1
1349,20170302172462,-1,-1,-1,-1
1350,20170302172463,-1,-1,-1,-1
1351,20170302172464,-1,-1,-1,-1
1352,20170302172470,1,1,1,2
1353,20170302172475,1,1,2,1
1354,20170302172476,1,1,1,1
1355,20170302172487,1,1,2,1
1356,20170302172495,-1,-1,-1,-1
1357,20170302172496,1,1,3,2
1358,20170302172502,-1,-1,-1,-1
1359,20170302172517,1,1,3,2
1360,20170302172520,-1,-1,-1,-1
1361,20170302172522,1,1,3,1
1362,20170302172532,-1,-1,-1,-1
1363,20170302172538,-1,-1,-1,-1
1364,20170302172544,-1,-1,-1,-1
1365,20170303170044,-1,-1,-1,-1
1366,20170303170521,-1,-1,-1,-1
1367,20170303170541,1,1,2,1
1368,20170303170573,-1,-1,-1,-1
1369,20170303170757,2,-1,-1,-1
1370,20170303170822,-1,-1,-1,-1
1371,20170303170856,-1,-1,-1,-1
1372,20170303170858,-1,-1,-1,-1
1373,20170303170859,-1,-1,-1,-1
1374,20170303170914,-1,-1,-1,-1
1375,20170303170948,1,1,4,1
1376,20170303171068,-1,-1,-1,-1
1377,20170303171135,-1,-1,-1,-1
1378,20170303171197,-1,-1,-1,-1
1379,20170303171208,-1,-1,-1,-1
1380,20170303171233,-1,-1,-1,-1
1381,20170303171242,2,-1,-1,-1
1382,20170303171281,1,2,1,2
1383,20170303171284,-1,-1,-1,-1
1384,20170303171319,-1,-1,-1,-1
1385,20170303171323,-1,-1,-1,-1
1386,20170303171388,-1,-1,-1,-1
1387,20170303171570,1,1,3,1
1388,20170303171580,-1,-1,-1,-1
1389,20170303171662,-1,-1,-1,-1
1390,20170303171669,-1,-1,-1,-1
1391,20170303171693,-1,-1,-1,-1
1392,20170303171699,-1,-1,-1,-1
1393,20170303171753,-1,-1,-1,-1
1394,20170303171803,-1,-1,-1,-1
1395,20170303171818,-1,-1,-1,-1
1396,20170303171885,1,2,3,1
1397,20170303171888,-1,-1,-1,-1
1398,20170303171935,-1,-1,-1,-1
1399,20170303171939,1,1,3,2
1400,20170303171941,-1,-1,-1,-1
1401,20170303171959,-1,-1,-1,-1
1402,20170303171965,-1,-1,-1,-1
1403,20170303172011,1,1,4,2
1404,20170303172035,1,1,4,1
1405,20170303172056,-1,-1,-1,-1
1406,20170303172068,-1,-1,-1,-1
1407,20170303172097,1,1,3,2
1408,20170303172111,-1,-1,-1,-1
1409,20170303172161,-1,-1,-1,-1
1410,20170303172165,-1,-1,-1,-1
1411,20170303172259,-1,-1,-1,-1
1412,20170303172342,1,3,4,2
1413,20170303172379,-1,-1,-1,-1
1414,20170303172387,-1,-1,-1,-1
1415,20170303172479,-1,-1,-1,-1
1416,20170303172501,1,1,3,2
1417,20170303172512,1,1,5,1
1418,20170312160755,-1,-1,-1,-1
1419,20170312160778,-1,-1,-1,-1
1420,20170312160811,-1,-1,-1,-1
1421,20170312160891,-1,-1,-1,-1
1422,20170312161157,-1,-1,-1,-1
1423,20170312161187,-1,-1,-1,-1
1424,20170312161299,1,1,2,2
1425,20170312161413,-1,-1,-1,-1
1426,20170312161427,-1,-1,-1,-1
1427,20170312161664,-1,-1,-1,-1
1428,20170312161842,-1,-1,-1,-1
1429,20170312161951,1,1,5,2
1430,20170312162012,1,1,3,2
1431,20170312162318,-1,-1,-1,-1
1432,20170401170743,-1,-1,-1,-1
1433,20170401171333,-1,-1,-1,-1
1434,20170402170058,-1,-1,-1,-1
1435,20170402170082,-1,-1,-1,-1
1436,20170402170501,-1,-1,-1,-1
1437,20170402170601,-1,-1,-1,-1
1438,20170402170670,-1,-1,-1,-1
1439,20170402170689,-1,-1,-1,-1
1440,20170402170713,-1,-1,-1,-1
1441,20170402170750,-1,-1,-1,-1
1442,20170402170772,-1,-1,-1,-1
1443,20170402170804,2,-1,-1,-1
1444,20170402170813,-1,-1,-1,-1
1445,20170402170827,-1,-1,-1,-1
